Geneid	A1_S61_early_BHI_1	A2_S62_early_BHI_2	A3_S63_early_BHI_3	A7_S64_late_BHI_1	A8_S65_late_BHI_2	A9_S66_late_BHI_3	B1_S67_early_butyrate_1	B2_S68_early_Butyrate_2	B3_S69_early_Butyrate_3	B7_S70_late_Butyrate_1	B8_S71_late_Butyrate_2	B9_S72_late_Butyrate_3
cds-CAJ69949.1	30	20	35	19	13	17	14	96	75	99	68	113
cds-CAJ69950.1	20	18	22	19	12	9	33	49	44	66	79	29
cds-CAJ69951.1	2	1	3	5	2	5	4	15	16	11	15	28
cds-CAJ69952.1	54	61	67	40	57	23	71	77	73	99	85	54
cds-CAJ69953.1	26	21	27	22	19	11	19	40	32	18	44	36
cds-CAJ69954.1	70	76	86	102	41	8	72	437	330	420	473	593
cds-CAJ69955.1	14	26	48	37	20	10	24	84	74	303	165	138
cds-CAJ69956.1	68	66	120	57	54	41	26	112	90	238	152	111
cds-CAJ69957.1	36	27	77	26	26	28	26	96	36	38	42	34
cds-CAJ69958.1	4084	2772	3506	4675	2461	800	3596	4553	3787	4566	6152	3133
cds-CAJ69959.1	846	490	944	618	637	572	368	758	441	496	664	180
cds-CAJ69960.1	1066	738	1097	820	748	621	584	966	393	506	607	170
cds-CAJ69961.1	1766	1000	1468	1126	1229	1214	832	1381	497	599	778	287
cds-CAJ69962.1	304	207	348	189	137	59	212	302	119	227	277	129
cds-CAJ69963.1	162	158	282	157	167	59	139	362	210	190	215	209
cds-CAJ69964.1	359	390	386	327	228	26	269	177	125	170	127	159
cds-CAJ69965.1	21472	15809	13230	23055	15473	5212	13355	19056	7304	11813	12252	6605
cds-CAJ69966.1	231	120	262	110	98	17	39	120	141	115	106	30
cds-CAJ69967.1	68	58	289	202	42	20	42	16	8	42	12	40
cds-CAJ69968.1	10	22	56	76	2	0	14	6	6	34	6	8
cds-CAJ69969.1	62	52	42	28	32	34	22	50	34	84	72	108
cds-CAJ69970.1	6	0	4	2	2	2	0	2	16	12	33	18
cds-CAJ69971.1	44	60	84	60	56	18	64	60	54	204	136	144
cds-CAJ69972.1	2	0	0	0	4	1	4	2	8	11	6	4
cds-CAJ69973.1	16	20	6	12	12	1	22	10	20	47	17	7
cds-CAJ69974.1	2	0	0	8	5	0	16	1	0	8	3	6
cds-CAJ69975.1	10	7	4	14	5	0	8	102	120	123	153	136
cds-CAJ69976.1	136	119	108	99	97	54	76	76	54	91	110	78
cds-CAJ69977.1	197	179	202	130	212	48	138	228	164	270	183	147
cds-CAJ69978.1	263	253	336	166	267	49	156	270	250	320	224	110
cds-CAJ69979.1	138	184	164	106	125	30	130	307	288	189	471	220
cds-CAJ69980.1	14053	14883	27063	18926	20729	33646	23723	57098	31989	37164	74716	58964
cds-CAJ69981.1	22905	26676	49838	30326	43798	58200	45762	81180	51342	53757	117874	95252
cds-CAJ69982.1	202	225	356	242	331	82	208	2284	1999	1666	3128	2130
cds-CAJ69983.1	123102	103936	115391	136804	91594	36507	123888	103842	103705	111227	168480	124301
cds-CAJ69984.2	1213	875	974	946	750	356	1012	3540	4207	3968	6920	2964
cds-CAJ69985.2	114	108	22	61	7	18	254	17	30	9	8	28
cds-CAJ69986.1	8	2	14	10	8	12	2	18	6	20	26	34
cds-CCA62886.1	0	0	0	0	0	0	0	0	0	2	0	1
cds-CAJ69987.1	290	364	691	396	500	96	306	368	418	540	342	218
cds-CAJ69988.1	318	345	589	401	448	54	306	341	422	586	357	226
cds-CAJ69989.1	452	429	744	618	526	24	444	743	1106	1395	901	549
cds-CAJ69990.1	8	4	2	4	2	0	8	8	34	2	31	25
cds-CAJ69991.1	2537	5352	4866	401	1927	111	1822	974	793	1581	626	335
cds-CAJ69992.1	2626	4367	3986	282	1884	56	1540	802	765	1357	598	288
cds-CCA62887.1	109	132	99	161	97	68	129	39	35	44	53	87
cds-CAJ69993.1	12	8	22	6	12	176	22	18	6	28	30	64
cds-CAJ69994.1	0	2	2	2	7	6	6	4	8	11	30	19
cds-CAJ69995.1	130	203	179	144	107	74	121	66	88	84	102	155
cds-CAJ69996.2	16	27	44	30	13	10	34	46	21	71	67	28
cds-CAJ69997.1	12	7	14	14	10	4	31	12	16	53	56	32
cds-CAJ69998.1	245	181	228	216	109	60	188	241	229	369	290	212
cds-CAJ69999.1	152	131	82	202	66	40	91	791	623	1369	974	606
cds-CAJ70000.1	14	9	29	6	10	12	4	14	26	26	16	22
cds-CAJ70001.1	28	33	45	14	21	15	24	28	28	67	49	53
cds-CAJ70002.1	188	136	155	176	109	87	120	141	143	245	164	192
cds-CAJ70003.1	331	270	270	279	182	55	213	685	808	1029	1131	962
cds-CAJ70004.1	63	47	42	59	68	20	72	108	122	848	211	208
cds-CAJ70005.1	13	26	32	30	18	14	36	45	60	408	103	101
cds-CAJ70006.1	8	0	10	4	12	4	12	5	5	12	10	16
cds-CAJ70007.1	1471	1605	2537	2545	948	73	1832	1556	3050	2254	1333	868
cds-CAJ70008.1	2243	1839	2802	3302	1148	108	3620	1580	3197	2623	1599	815
cds-CAJ70009.1	172	113	105	306	76	8	407	381	642	618	360	218
cds-CAJ70010.1	8	7	11	10	12	9	8	34	45	37	73	75
cds-CAJ70011.1	40	28	30	29	28	24	26	120	175	446	264	248
cds-CAJ70012.2	25	21	31	30	21	5	25	51	60	111	58	65
cds-CAJ70013.1	0	1	0	1	0	0	2	4	12	9	8	4
cds-CAJ70014.1	319	245	453	453	376	295	414	921	1059	1650	1561	1126
cds-CAJ70015.1	148	110	136	140	70	99	90	289	368	576	585	387
cds-CAJ70016.1	408	184	259	344	154	137	249	383	496	1443	689	621
cds-CAJ70017.1	540	513	750	380	428	55	367	392	281	514	341	277
cds-CAJ70018.1	755	682	721	404	404	65	455	516	531	606	593	424
cds-CAJ70019.1	44	34	29	27	15	8	27	34	77	48	59	51
cds-CAJ70020.1	109	68	104	84	46	57	112	52	58	99	77	28
cds-CAJ70021.1	20	12	10	14	6	5	15	12	0	9	6	6
cds-CAJ70022.1	57	54	61	68	60	26	169	73	76	111	84	62
cds-CAJ70023.1	37	26	6	28	19	14	104	48	24	33	55	16
cds-CAJ70024.1	14	11	11	16	6	6	13	89	113	77	172	132
cds-CAJ70025.1	32	25	27	36	22	25	21	40	48	20	46	58
cds-CAJ70026.1	16	8	28	14	32	102	73	34	37	47	80	70
cds-CAJ70027.1	52	40	58	74	48	162	88	106	70	126	132	84
cds-CAJ70028.1	12	20	14	34	26	48	50	22	28	26	34	23
cds-CAJ70029.1	10020	11657	18932	12286	9736	863	6222	7898	9821	14277	9641	7057
cds-CAJ70030.1	24490	21806	36278	23529	18466	902	14425	18071	19898	31614	21551	16782
cds-CAJ70031.1	524	462	325	826	290	19	440	1918	2161	3057	3264	2892
cds-CD630_31381	23	15	33	53	41	21	12	88	75	115	164	190
cds-CD630_31382	52	14	45	57	48	44	14	139	162	194	358	359
cds-CAJ70032.1	65	26	21	42	62	40	38	75	83	130	128	170
cds-CAJ70033.1	16	13	24	31	44	19	13	172	142	167	305	561
cds-CAJ70034.1	10	6	10	19	7	14	9	164	173	162	232	394
cds-CAJ70035.1	546	478	638	629	542	94	538	1083	895	1080	1186	544
cds-CAJ70036.1	1140	867	914	937	810	187	738	1188	962	1181	1189	520
cds-CAJ70037.1	59333	52941	34726	35638	33972	16584	34725	32601	18349	16369	19597	18034
cds-CD630_31460	10	6	5	7	1	0	5	190	234	345	319	307
cds-CD630_31461	60	73	88	53	57	22	39	153	199	282	362	215
cds-CAJ70040.1	2952	2348	2900	1963	1514	368	1901	3016	2102	3019	3419	2877
cds-CAJ70041.1	730	535	905	1278	1148	619	982	5984	5194	6422	10198	10052
cds-CAJ70042.1	6187	5101	7798	10126	10675	4657	7886	21703	17767	22217	29268	26943
cds-CAJ70043.1	4225	3301	5210	8120	8106	7348	5632	18185	15183	19190	31355	26139
cds-CCA62890.1	9	2	5	4	8	2	3	47	65	91	67	74
cds-CAJ70044.1	8	3	1	4	6	2	0	8	36	58	46	44
cds-CAJ70045.1	0	0	0	0	0	2	0	0	5	8	0	5
cds-CAJ70046.1	0	0	0	0	0	0	0	0	2	7	2	9
cds-CAJ70047.1	14	0	1	19	11	2	12	165	148	312	310	325
cds-CD630_31531	9	9	7	14	3	3	9	24	38	39	20	67
cds-CAJ70048.1	166	129	139	116	53	29	97	177	188	319	229	325
cds-CAJ70049.2	764	587	607	561	380	165	497	449	551	1067	1127	910
cds-CAJ70050.1	510	451	448	447	274	146	303	573	628	912	1302	1113
cds-CCA62892.1	45	38	40	88	65	103	64	84	67	76	132	117
cds-CD630_31561	28	46	59	68	66	46	50	82	95	79	152	200
cds-CAJ70052.2	39	39	63	46	38	28	30	93	47	57	100	89
cds-CAJ70053.1	2412	2387	3419	2688	2380	1402	2156	3715	3384	2668	5614	3010
cds-CAJ70054.1	670	449	504	103	128	155	150	135	147	267	151	219
cds-CAJ70055.1	43	37	50	25	17	18	27	89	147	157	202	219
cds-CAJ70056.1	13	9	12	7	5	3	16	109	81	139	143	86
cds-CAJ70057.1	136	96	123	131	77	33	151	253	193	286	277	111
cds-CAJ70058.1	158	98	129	104	83	64	158	213	133	168	178	74
cds-CAJ70059.1	53	56	73	59	42	32	38	89	65	69	93	61
cds-CAJ70060.1	1175	940	1126	710	651	446	584	1069	651	1211	1198	955
cds-CAJ70061.1	29	26	43	21	14	134	55	49	47	29	66	68
cds-CAJ70062.1	67	49	58	44	23	132	81	76	45	80	101	79
cds-CAJ70063.1	1291	1052	2043	1407	1768	6962	1223	1937	1209	1388	2845	3751
cds-CAJ70064.1	3	5	6	8	1	1	2	199	174	154	313	125
cds-CAJ70065.1	398	231	288	261	235	200	224	902	745	760	1292	607
cds-CAJ70066.1	5044	5765	8109	5490	6185	3295	5244	4540	4336	4694	6033	5220
cds-CAJ70067.1	33162	52876	62160	40761	61092	24058	40248	38020	43873	44575	36301	23630
cds-CAJ70068.1	45232	43510	31114	40454	32625	6523	33564	25135	33335	37502	28101	13663
cds-CAJ70069.1	23101	21117	14121	20445	14234	2640	14798	10466	15195	17214	12609	5828
cds-CAJ70070.1	33177	30414	17007	27463	19932	1967	18805	7722	11128	12044	7753	4994
cds-CAJ70071.1	195170	175084	135492	189450	111845	8474	91729	38646	63232	96078	61882	41211
cds-CAJ70072.1	85713	60171	26066	77092	21004	1563	26879	7306	17692	28625	14344	6686
cds-CAJ70073.1	1258	1096	998	1476	1208	731	1444	1137	945	2767	1780	1607
cds-CAJ70074.1	44	42	38	36	92	34	40	38	56	306	70	58
cds-CAJ70075.1	70	95	55	37	124	23	106	100	113	423	144	87
cds-CAJ70076.1	357	298	367	355	348	48	230	383	393	1881	530	267
cds-CAJ70077.1	360	361	448	322	351	74	308	367	423	2076	594	389
cds-CAJ70078.1	368	325	289	317	287	49	306	272	323	1911	569	347
cds-CAJ70079.1	129	149	171	146	199	25	158	161	153	887	282	291
cds-CAJ70080.1	304	301	258	216	228	54	254	258	342	2018	440	500
cds-CAJ70081.1	200	128	104	118	132	38	124	148	172	1152	276	300
cds-CD630_31850	990	749	742	594	515	141	678	531	462	500	766	577
cds-CAJ70083.2	847	642	505	806	437	175	607	638	608	647	865	654
cds-CAJ70084.1	1370	939	1115	978	656	361	980	894	907	882	987	719
cds-CCA62893.1	95	84	116	111	46	9	105	204	206	138	163	158
cds-CAJ70085.1	138	121	119	135	78	26	123	148	175	148	200	101
cds-CAJ70086.1	196	244	499	213	458	163	172	280	203	312	335	213
cds-CAJ70087.1	98	102	171	119	177	44	61	135	97	159	190	119
cds-CAJ70088.1	238	389	822	463	745	241	360	643	329	639	799	388
cds-CAJ70089.1	820	874	1177	1134	985	724	653	1682	1609	1533	3274	3187
cds-CAJ70090.1	8	4	11	4	10	2	6	5	23	98	54	73
cds-CAJ70091.1	555	418	572	516	424	101	614	844	832	1080	1004	555
cds-CAJ70092.1	810	700	886	902	857	221	908	1148	1094	1526	1332	742
cds-CAJ70093.1	1374	1068	1234	1477	1120	336	1477	1777	1731	2424	2488	1288
cds-CAJ70094.1	835	566	826	935	744	233	963	1124	1316	1723	1698	753
cds-CAJ70095.1	323	197	303	312	339	134	294	703	627	1021	750	501
cds-CAJ70096.1	32	31	34	42	25	8	14	35	28	90	53	48
cds-CAJ70097.1	10	7	4	12	11	4	6	28	18	30	45	17
cds-CAJ70098.1	10	10	4	19	2	2	2	7	4	24	12	5
cds-CAJ70099.1	710	615	699	593	390	132	345	460	309	376	462	321
cds-CAJ70100.1	266	265	225	268	148	59	179	201	160	178	250	151
cds-CAJ70101.1	1150	657	571	1109	264	584	828	847	710	618	1120	1307
cds-CAJ70102.1	3000	2309	3273	2231	2148	742	2230	2460	1880	2144	2879	1652
cds-CAJ70103.1	186	155	219	230	146	69	153	1218	1046	837	1493	946
cds-CAJ70104.1	926	880	3258	1649	5396	345	711	3775	4087	3180	6950	2792
cds-CAJ70105.1	122	130	401	218	619	46	93	282	346	139	546	258
cds-CAJ70106.2	24	51	56	39	72	14	29	97	79	52	120	87
cds-CAJ70107.2	45	51	37	78	61	7	42	192	96	175	212	172
cds-CAJ70108.1	137	165	183	175	286	64	178	336	297	336	495	386
cds-CAJ70109.1	143	175	257	266	182	222	160	301	279	299	595	500
cds-CAJ70110.1	129	82	96	141	112	62	113	219	232	286	422	377
cds-CAJ70111.1	10	18	4	35	24	4	22	56	55	102	124	128
cds-CAJ70112.1	1256	750	783	593	464	346	490	945	488	623	593	109
cds-CAJ70113.1	1607	1052	928	880	725	538	662	1878	944	1157	1092	335
cds-CAJ70114.1	52	50	58	34	42	22	36	28	36	109	75	24
cds-CAJ70115.1	316	406	573	207	336	70	202	207	152	124	148	147
cds-CAJ70116.1	504	605	536	314	486	84	312	274	182	660	260	190
cds-CAJ70117.1	88	50	45	31	16	6	28	71	37	171	79	93
cds-CAJ70118.1	7	17	14	9	5	0	0	7	12	23	16	10
cds-CAJ70119.1	373	544	969	755	1195	318	586	1439	1309	1428	1689	960
cds-CAJ70120.1	1423	1823	4797	1282	2938	440	1245	2182	2252	2372	2886	1894
cds-CAJ70121.1	1285	1096	1864	938	1272	176	889	1741	1932	1809	2055	2345
cds-CAJ70122.1	11925	8604	9351	6271	6644	2152	7086	11240	7185	9596	9343	5749
cds-CAJ70123.1	11539	8489	9678	6650	7592	4119	7452	12511	8019	11457	11642	7477
cds-CAJ70124.1	12427	9902	12210	7750	10704	9698	9052	13517	9056	12834	15975	10358
cds-CAJ70125.1	3601	3519	4008	2997	4027	3221	2932	6065	4561	5523	7716	4336
cds-CAJ70126.1	648	801	1056	887	1138	2098	696	1341	939	900	1948	2178
cds-CAJ70127.1	678	679	1512	1218	1744	2751	923	1766	1704	1592	3713	4180
cds-CAJ70128.1	400	249	399	199	310	423	367	373	313	311	446	443
cds-CAJ70129.1	446	528	546	152	144	20	236	128	134	176	118	156
cds-CAJ70130.1	190	134	1248	181	3203	493	133	710	88	385	134	192
cds-CAJ70131.1	713	585	629	790	396	152	506	703	569	917	1052	601
cds-CAJ70132.1	300	217	251	221	135	61	203	651	1386	16459	4073	5321
cds-CAJ70133.1	36	25	48	21	16	4	48	212	425	5683	1306	1953
cds-CAJ70134.1	10038	7621	11228	6210	11113	45787	6396	10576	10825	8008	18100	21903
cds-CAJ70135.1	14523	10890	14488	6925	17638	69595	7383	20063	18501	9837	33701	48417
cds-CAJ70136.1	8522	5398	6317	2983	6176	20266	3536	4621	5260	2858	6335	8607
cds-CAJ70137.1	4181	2310	2054	1222	1950	7493	1540	1455	1555	820	1572	2478
cds-CAJ70138.2	14414	8332	7549	4517	6766	24599	5903	6191	6379	3297	8183	11537
cds-CAJ70139.2	33119	19290	15217	10859	14479	71793	15506	10856	6659	5585	7635	15698
cds-CAJ70140.1	2037	1459	984	774	1084	4451	1058	667	574	377	656	926
cds-CAJ70141.1	34380	23372	22269	12874	20946	69172	16669	16986	13524	8709	15637	23782
cds-CAJ70142.1	861	742	830	1018	882	1029	772	1183	1268	2294	2535	2369
cds-CAJ70143.2	61183	46705	38785	32525	30495	33213	37110	23301	13076	15538	18064	17036
cds-CAJ70144.1	7678	9520	9919	4280	7627	9621	3607	4559	4745	3860	6503	11109
cds-CCA62894.1	0	1	2	0	2	0	0	15	3	53	31	35
cds-CAJ70145.1	42	93	30	72	34	38	54	169	262	2253	757	1815
cds-CAJ70146.2	80	90	190	54	74	112	116	265	1821	10931	2917	7375
cds-CAJ70147.2	698	787	926	1506	697	748	672	3745	3571	5172	6148	7635
cds-CAJ70148.1	28	28	12	14	18	13	26	252	482	3633	1130	1727
cds-CAJ70149.1	614	687	711	416	705	250	352	604	452	691	560	711
cds-CAJ70150.1	2389	1684	1847	2848	1933	485	2011	2635	1834	2014	3008	2114
cds-CAJ70151.2	1404	1134	900	2233	920	275	1291	4551	3427	3959	5821	3910
cds-CAJ70152.1	637	573	726	1625	1199	1490	925	1659	1186	1655	2161	2988
cds-CAJ70153.1	28996	25701	31179	19210	20785	4425	21331	22776	13505	16000	17538	7724
cds-CCA62895.1	29	22	24	18	13	1	9	72	27	144	122	70
cds-CAJ70154.1	26	38	30	32	20	17	56	246	321	4870	1252	1826
cds-CAJ70155.1	46	30	32	42	22	8	82	190	351	8002	1576	2445
cds-CAJ70156.1	680	724	842	620	590	168	488	270	134	228	260	265
cds-CAJ70157.1	15	18	14	10	4	9	10	8	0	22	14	16
cds-CAJ70158.1	34	27	16	24	25	22	10	11	26	68	35	31
cds-CAJ70159.1	37	16	26	6	18	29	36	38	32	102	63	59
cds-CAJ70160.1	26	6	4	14	6	13	10	28	26	108	42	49
cds-CD630_32640	32	12	26	27	26	10	27	18	59	93	44	83
cds-CAJ70162.1	43	31	18	22	26	14	25	67	46	84	160	122
cds-CAJ70163.1	221	185	177	173	137	83	166	342	331	517	570	630
cds-CAJ70164.1	64	108	130	93	71	15	79	65	98	146	141	154
cds-CAJ70165.1	1017	1036	1037	368	642	189	428	662	337	636	494	499
cds-CAJ70166.1	3256	2331	2823	1150	1507	524	1476	2514	1868	3897	2751	2498
cds-CAJ70167.1	293	310	398	134	203	56	152	251	190	234	231	312
cds-CAJ70168.1	51	77	141	57	54	29	47	92	58	35	51	242
cds-CAJ70169.1	172	161	204	133	113	55	105	332	258	231	337	946
cds-CAJ70170.1	529	351	298	130	170	66	231	132	203	296	309	1747
cds-CAJ70171.1	12581	7558	9182	4292	3654	2383	6203	5924	4674	9818	9561	69460
cds-CAJ70172.1	29	30	30	33	14	35	15	49	57	48	70	83
cds-CAJ70173.1	39	16	4	8	19	18	18	11	21	32	17	19
cds-CAJ70174.1	20	16	10	24	17	34	12	19	20	23	12	25
cds-CAJ70175.1	2	2	2	2	4	6	0	6	0	2	2	2
cds-CAJ70176.1	9	2	2	6	1	8	0	0	0	4	0	2
cds-CAJ70177.1	195	232	252	180	196	50	144	336	318	357	612	421
cds-CAJ70178.1	1078	1555	2358	1423	2994	2166	1299	2484	2330	4383	4124	4830
cds-CAJ70179.1	14020	17193	12859	14571	17979	20111	17997	22814	22841	40542	42237	59112
cds-CAJ70180.1	2720	3530	2494	3422	3516	1299	3473	3125	3427	4480	4766	5960
cds-CAJ70181.1	462	628	1817	736	1447	1156	410	1476	1672	2232	2855	2069
cds-CAJ70182.1	8302	7418	7966	7415	5130	546	5853	6645	4162	3872	6649	4686
cds-CAJ70183.1	3424	3262	3268	2385	2174	488	2119	2473	2548	4187	4023	2066
cds-CAJ70184.1	1170	1319	1464	1104	1326	317	1059	1389	1882	2752	2636	1195
cds-CAJ70185.1	194	137	129	244	120	53	150	2014	2672	3507	4291	3350
cds-CAJ70186.1	1789	1321	1559	1963	1158	649	1314	2646	3691	4818	6765	4304
cds-CAJ70187.1	1707	1327	1531	1606	1347	456	1510	5056	9748	12939	17588	9886
cds-CAJ70188.1	0	0	0	2	0	0	0	27	82	72	73	90
cds-CAJ70189.1	0	0	2	0	0	0	0	20	50	76	29	49
cds-CAJ70190.1	1	2	2	0	7	0	5	11	41	92	50	69
cds-CAJ70191.1	47	67	85	31	42	30	55	106	211	760	271	201
cds-CAJ70192.1	6	27	25	18	11	4	8	140	279	862	424	296
cds-CAJ70193.2	363	267	331	242	227	152	137	408	500	1370	783	627
cds-CAJ70194.1	64	80	96	81	48	59	67	115	176	418	269	299
cds-CAJ70195.1	87	32	29	31	37	18	165	585	1512	24981	4207	4822
cds-CAJ70196.1	1536	1017	1260	1894	1382	2389	1954	2472	2477	5479	7207	6409
cds-CAJ70197.1	6037	4065	4180	4020	3579	1447	3685	3560	2649	3245	4297	2312
cds-CAJ70198.2	12609	8746	7816	8148	6822	2015	7613	8129	6016	7059	7387	5032
cds-CAJ70199.1	3681	2439	2452	2700	2292	1118	2573	3348	3297	4219	4922	2915
cds-CAJ70200.1	3712	2198	2284	2430	1936	906	2311	3225	2632	3420	3292	2249
cds-CAJ70201.1	38264	25651	25896	26944	21437	10764	24532	27039	21330	30545	30684	16881
cds-CAJ70202.1	17463	13884	14654	12484	12807	4314	12393	10756	10365	14052	12923	5570
cds-CAJ70203.1	21150	19379	20921	19343	17744	6135	16386	21037	17608	22771	23042	12187
cds-CAJ70204.1	3885	3067	3346	2863	3213	2701	2914	3718	3396	5714	4051	1445
cds-CAJ70205.1	6036	4548	5102	3662	4559	4287	3735	4182	2681	4148	3412	1186
cds-CAJ70206.2	1356	1269	1014	1090	1227	462	888	970	653	961	1043	806
cds-CAJ70207.1	150	88	185	138	155	100	96	213	165	224	285	172
cds-CAJ70208.1	79	85	88	113	75	89	58	155	91	94	106	73
cds-CAJ70209.1	190	163	175	292	189	56	189	404	321	1070	329	313
cds-CAJ70210.1	441	492	677	814	997	852	736	1054	707	728	1007	604
cds-CAJ70211.1	1889	1933	2415	3353	3323	2905	2948	4610	3100	2890	4547	2519
cds-CAJ70212.1	535	716	864	1199	1118	758	1179	1648	1251	1180	1598	669
cds-CAJ70213.1	6	15	11	28	21	9	24	133	114	82	131	105
cds-CAJ70214.1	117	161	153	326	308	190	290	1131	1075	735	1405	1072
cds-CAJ70215.2	4172	4462	5351	7120	7171	5360	7375	8653	5849	5538	8049	5984
cds-CAJ70216.1	822	680	773	348	270	159	297	870	947	982	860	1168
cds-CAJ70217.1	44	22	58	44	24	2	15	39	70	43	76	67
cds-CAJ70218.2	52	49	47	140	46	37	61	474	474	220	651	633
cds-CAJ70219.1	777	621	1039	812	855	540	591	1171	900	750	1338	1362
cds-CAJ70220.1	169	144	84	131	64	22	112	103	112	105	92	101
cds-CAJ70221.1	561	658	552	565	503	243	507	1051	791	583	1161	763
cds-CAJ70222.1	445	368	647	686	711	183	459	1671	1026	983	1884	991
cds-CAJ70223.1	107025	83518	130978	106458	144342	89888	127551	164075	132198	171172	209700	169077
cds-CAJ70224.1	7937	8443	12483	10304	13809	8263	10813	14459	12801	15595	19949	14924
cds-CCA62896.1	1	5	12	0	5	6	0	2	4	6	4	2
cds-CAJ70225.1	0	0	0	1	0	4	0	0	3	6	2	0
cds-CAJ70226.1	3	1	6	3	2	5	0	4	2	17	3	0
cds-CAJ70227.1	1045	1125	1938	953	1546	215	806	1118	635	803	946	696
cds-CAJ70228.1	385	329	520	278	299	57	307	393	342	282	385	223
cds-CAJ70229.2	5096	4729	5348	4720	3337	520	4760	2821	2155	2887	2982	1347
cds-CAJ70230.1	3288	2912	3429	3116	2109	364	3512	2134	1406	2047	1890	1124
cds-CAJ70231.2	2311	1684	1949	2436	1494	556	1669	2222	1965	2227	3691	2430
cds-CAJ70232.1	4133	3329	4320	4796	2986	1218	3667	5664	5421	5976	8279	5847
cds-CAJ70233.1	1418	921	1088	964	802	161	993	1090	751	625	498	215
cds-CAJ70234.1	658	347	368	390	313	62	361	401	377	182	141	60
cds-CAJ70235.1	306	193	191	214	224	87	155	174	188	91	48	15
cds-CAJ70236.1	37	22	30	12	37	37	12	30	33	10	8	10
cds-CAJ70237.1	3	0	0	2	0	6	3	1	9	0	4	2
cds-CAJ70238.1	40	16	29	23	60	23	23	26	40	31	57	14
cds-CD630_33410	11	13	27	20	37	12	24	38	32	45	30	26
cds-CAJ70240.1	1063	1235	2475	1154	1723	1109	1165	2165	1794	2290	2616	1734
cds-CAJ70241.1	13	3	4	4	4	2	2	1	13	0	1	1
cds-CAJ70242.1	9	11	12	7	5	18	7	7	2	2	10	4
cds-CAJ70243.1	0	1	3	4	2	15	6	7	10	14	8	4
cds-CAJ70244.1	6	1	3	0	0	0	0	5	2	2	4	6
cds-CAJ70245.1	0	0	0	0	0	3	0	0	0	0	0	0
cds-CAJ70246.1	554	339	282	487	261	39	408	874	872	958	1123	879
cds-CAJ70247.1	2912	1874	1631	1817	1483	312	1928	1833	1815	2336	2130	1574
cds-CAJ70248.1	17440	8212	7731	8391	8663	3936	7753	6425	6869	7523	5022	5408
cds-CAJ70249.1	40	29	27	26	7	30	40	22	138	505	106	185
cds-CAJ70250.1	54	54	70	42	58	12	24	50	51	36	54	69
cds-CAJ70251.1	187	144	218	152	125	50	100	181	267	114	295	254
cds-CAJ70252.1	190	130	169	202	131	53	134	449	384	370	503	361
cds-CAJ70253.1	74	43	74	109	67	63	68	353	352	330	403	281
cds-CAJ70254.1	3123	3081	6030	3696	5268	2676	3187	4428	3386	2938	5696	5687
cds-CAJ70255.1	917	777	1309	1341	952	516	887	2291	2414	2538	3507	2323
cds-CAJ70256.1	1730	1444	2169	2275	1585	763	1718	2933	2716	2644	4100	2950
cds-CD630_33580	382	506	614	573	404	189	453	477	340	366	549	406
cds-CCA62898.1	1	0	0	2	4	0	0	6	3	7	6	8
cds-CAJ70258.1	320	234	316	215	230	67	202	386	481	638	558	332
cds-CAJ70259.1	278	236	269	294	215	62	174	240	261	291	318	308
cds-CAJ70260.1	132	182	164	166	72	30	180	337	305	523	331	189
cds-CAJ70261.1	7	9	6	11	6	0	9	114	130	133	174	75
cds-CAJ70262.1	9	4	12	9	6	4	4	143	241	277	344	168
cds-CAJ70263.1	46	54	55	54	50	14	66	136	206	231	284	101
cds-CAJ70264.1	747	760	1171	1001	940	1005	814	1379	1746	1640	2489	2455
cds-CAJ70265.1	1074	1275	1474	735	1145	727	655	881	947	670	1262	1392
cds-CAJ70266.1	19	22	12	19	8	8	12	285	352	180	412	540
cds-CAJ70267.1	187	144	209	64	88	44	81	85	113	96	64	51
cds-CAJ70268.1	61	43	57	14	18	4	33	27	22	15	18	9
cds-CCA62899.1	773	1169	2103	3202	2998	16021	2345	1665	1242	1130	2394	5298
cds-CAJ70269.1	30	15	2	13	9	0	10	137	108	301	202	421
cds-CAJ70270.1	1102	661	926	1155	1458	2735	1076	1522	1829	1432	2545	2254
cds-CAJ70271.1	181	65	87	83	90	512	194	285	528	256	446	424
cds-CAJ70272.1	264	135	133	177	216	871	315	445	790	309	797	682
cds-CAJ70273.1	78	93	96	55	19	22	27	24	17	6	27	55
cds-CCA62900.1	113	95	76	103	9	14	34	129	138	127	338	218
cds-CCA62901.1	766	658	931	364	192	197	238	171	70	139	216	183
cds-CAJ70274.1	17572	14948	19188	6903	4028	5159	5281	3051	2397	3419	5680	3147
cds-CAJ70275.1	1240	895	994	484	197	312	353	164	94	141	289	192
cds-CAJ70276.1	545	526	677	273	123	157	224	114	86	117	184	138
cds-CAJ70277.2	2672	2490	3247	1311	763	738	1008	484	320	466	923	548
cds-CAJ70278.2	2136	1846	1993	1497	1082	500	1466	1138	697	1058	1113	424
cds-CAJ70279.1	14248	11308	11744	8811	6711	2706	9196	7444	4638	7164	6177	2962
cds-CAJ70280.1	1	3	2	1	1	2	5	2	6	2	9	6
cds-CD630_33781	0	0	0	2	0	0	0	12	7	2	13	2
cds-CAJ70281.2	14	12	8	20	4	48	2	30	32	22	40	31
cds-CAJ70282.1	7	14	9	0	20	67	24	27	31	22	49	44
cds-CD630_33810	152	52	72	48	78	223	90	176	217	263	236	283
